ENSP00000053468,ENSP00000225969
ENSP00000053468,ENSP00000356001
ENSP00000053468,ENSP00000260102
ENSP00000053468,ENSP00000377486
ENSP00000053468,ENSP00000363676
ENSP00000053468,ENSP00000362036
ENSP00000053468,ENSP00000308897
ENSP00000053468,ENSP00000253099
ENSP00000053468,ENSP00000300151
ENSP00000053468,ENSP00000341885
ENSP00000053468,ENSP00000317376
ENSP00000053468,ENSP00000296102
ENSP00000053468,ENSP00000393241
ENSP00000053468,ENSP00000223324
ENSP00000053468,ENSP00000264995
ENSP00000053468,ENSP00000362208
ENSP00000053468,ENSP00000338389
ENSP00000053468,ENSP00000288937
ENSP00000053468,ENSP00000357823
ENSP00000053468,ENSP00000252602
ENSP00000053468,ENSP00000341082
ENSP00000053468,ENSP00000420714
ENSP00000053468,ENSP00000431040
ENSP00000053468,ENSP00000361206
ENSP00000053468,ENSP00000382250
ENSP00000053468,ENSP00000245539
ENSP00000053468,ENSP00000333837
ENSP00000053468,ENSP00000315017
ENSP00000053468,ENSP00000290208
ENSP00000053468,ENSP00000389103
ENSP00000053468,ENSP00000306548
ENSP00000053468,ENSP00000354580
ENSP00000053468,ENSP00000361084
ENSP00000053468,ENSP00000199706
ENSP00000053468,ENSP00000272418
ENSP00000053468,ENSP00000354525
ENSP00000053468,ENSP00000373404
ENSP00000053468,ENSP00000258455
ENSP00000053468,ENSP00000295491
ENSP00000225969,ENSP00000199706
ENSP00000225969,ENSP00000223324
ENSP00000225969,ENSP00000356001
ENSP00000225969,ENSP00000260102
ENSP00000225969,ENSP00000377486
ENSP00000225969,ENSP00000362036
ENSP00000225969,ENSP00000308897
ENSP00000225969,ENSP00000253099
ENSP00000225969,ENSP00000300151
ENSP00000225969,ENSP00000317376
ENSP00000225969,ENSP00000296102
ENSP00000225969,ENSP00000307889
ENSP00000225969,ENSP00000361206
ENSP00000225969,ENSP00000264995
ENSP00000225969,ENSP00000338057
ENSP00000225969,ENSP00000252602
ENSP00000225969,ENSP00000338389
ENSP00000225969,ENSP00000357823
ENSP00000225969,ENSP00000288937
ENSP00000225969,ENSP00000431040
ENSP00000225969,ENSP00000420714
ENSP00000225969,ENSP00000362208
ENSP00000225969,ENSP00000341082
ENSP00000225969,ENSP00000245539
ENSP00000225969,ENSP00000382250
ENSP00000225969,ENSP00000361084
ENSP00000225969,ENSP00000354525
ENSP00000225969,ENSP00000272418
ENSP00000225969,ENSP00000258455
ENSP00000225969,ENSP00000373404
ENSP00000225969,ENSP00000295491
ENSP00000225969,ENSP00000333837
ENSP00000225969,ENSP00000290208
ENSP00000225969,ENSP00000315017
ENSP00000225969,ENSP00000379888
ENSP00000225969,ENSP00000306548
ENSP00000225969,ENSP00000354580
ENSP00000356001,ENSP00000199706
ENSP00000356001,ENSP00000223324
ENSP00000356001,ENSP00000245539
ENSP00000356001,ENSP00000252602
ENSP00000356001,ENSP00000253099
ENSP00000356001,ENSP00000258455
ENSP00000356001,ENSP00000260102
ENSP00000356001,ENSP00000264995
ENSP00000356001,ENSP00000270625
ENSP00000356001,ENSP00000272418
ENSP00000356001,ENSP00000288937
ENSP00000356001,ENSP00000290208
ENSP00000356001,ENSP00000295491
ENSP00000356001,ENSP00000296102
ENSP00000356001,ENSP00000300151
ENSP00000356001,ENSP00000306548
ENSP00000356001,ENSP00000307889
ENSP00000356001,ENSP00000308897
ENSP00000356001,ENSP00000311430
ENSP00000356001,ENSP00000315017
ENSP00000356001,ENSP00000317376
ENSP00000356001,ENSP00000333837
ENSP00000356001,ENSP00000338057
ENSP00000356001,ENSP00000338389
ENSP00000356001,ENSP00000341082
ENSP00000356001,ENSP00000354525
ENSP00000356001,ENSP00000354580
ENSP00000356001,ENSP00000429374
ENSP00000356001,ENSP00000382250
ENSP00000356001,ENSP00000359345
ENSP00000356001,ENSP00000377486
ENSP00000356001,ENSP00000362036
ENSP00000356001,ENSP00000379888
ENSP00000356001,ENSP00000361084
ENSP00000356001,ENSP00000373404
ENSP00000356001,ENSP00000357823
ENSP00000356001,ENSP00000420714
ENSP00000356001,ENSP00000369757
ENSP00000356001,ENSP00000362208
ENSP00000356001,ENSP00000431040
ENSP00000356001,ENSP00000361206
ENSP00000260102,ENSP00000199706
ENSP00000260102,ENSP00000223324
ENSP00000260102,ENSP00000245539
ENSP00000260102,ENSP00000252602
ENSP00000260102,ENSP00000253099
ENSP00000260102,ENSP00000258455
ENSP00000260102,ENSP00000315017
ENSP00000260102,ENSP00000290208
ENSP00000260102,ENSP00000379888
ENSP00000260102,ENSP00000389103
ENSP00000260102,ENSP00000306548
ENSP00000260102,ENSP00000354580
ENSP00000260102,ENSP00000361084
ENSP00000260102,ENSP00000354525
ENSP00000260102,ENSP00000272418
ENSP00000260102,ENSP00000373404
ENSP00000260102,ENSP00000377486
ENSP00000260102,ENSP00000362036
ENSP00000260102,ENSP00000308897
ENSP00000260102,ENSP00000300151
ENSP00000260102,ENSP00000341885
ENSP00000260102,ENSP00000296102
ENSP00000260102,ENSP00000317376
ENSP00000260102,ENSP00000264995
ENSP00000260102,ENSP00000338389
ENSP00000260102,ENSP00000338057
ENSP00000260102,ENSP00000288937
ENSP00000260102,ENSP00000357823
ENSP00000260102,ENSP00000420714
ENSP00000260102,ENSP00000341082
ENSP00000260102,ENSP00000362208
ENSP00000260102,ENSP00000431040
ENSP00000260102,ENSP00000361206
ENSP00000260102,ENSP00000382250
ENSP00000260102,ENSP00000333837
ENSP00000260102,ENSP00000295491
ENSP00000377486,ENSP00000199706
ENSP00000377486,ENSP00000223324
ENSP00000377486,ENSP00000245539
ENSP00000377486,ENSP00000252602
ENSP00000377486,ENSP00000253099
ENSP00000377486,ENSP00000258455
ENSP00000377486,ENSP00000264995
ENSP00000377486,ENSP00000272418
ENSP00000377486,ENSP00000288937
ENSP00000377486,ENSP00000290208
ENSP00000377486,ENSP00000295491
ENSP00000377486,ENSP00000296102
ENSP00000377486,ENSP00000300151
ENSP00000377486,ENSP00000306548
ENSP00000377486,ENSP00000308897
ENSP00000377486,ENSP00000315017
ENSP00000377486,ENSP00000317376
ENSP00000377486,ENSP00000333837
ENSP00000377486,ENSP00000338057
ENSP00000377486,ENSP00000338389
ENSP00000377486,ENSP00000341082
ENSP00000377486,ENSP00000354525
ENSP00000377486,ENSP00000354580
ENSP00000377486,ENSP00000357823
ENSP00000377486,ENSP00000361084
ENSP00000377486,ENSP00000361206
ENSP00000377486,ENSP00000362036
ENSP00000377486,ENSP00000362208
ENSP00000377486,ENSP00000373404
ENSP00000377486,ENSP00000379888
ENSP00000377486,ENSP00000420714
ENSP00000377486,ENSP00000431040
ENSP00000377486,ENSP00000382250
ENSP00000363676,ENSP00000221801
